filter completed in 16.119680404663086 s
filter completed in 16.72810435295105 s
IMAGE COMPLETED: 1 of 2
filter completed in 35.63704514503479 s
filter completed in 36.4747998714447 s
IMAGE COMPLETED: 2 of 2
         56298822 function calls (56230494 primitive calls) in 117.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      278    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
      181    0.000    0.000    0.000    0.000 _utils.py:197(<genexpr>)
       27    0.000    0.000    0.001    0.000 schema.py:49(<listcomp>)
       81    0.000    0.000    0.000    0.000 os.py:804(fsencode)
       17    0.000    0.000    0.000    0.000 filters.py:304(__init__)
        1    0.000    0.000    0.141    0.141 animation.py:19(<module>)
       31    0.000    0.000    0.001    0.000 cm.py:48(revcmap)
      112    0.000    0.000    0.000    0.000 backendconfiguration.py:77(from_dict)
       10    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.005    0.005 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 style.py:28(<dictcomp>)
  144/115    0.000    0.000    0.001    0.000 basic.py:121(__hash__)
      201    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        4    0.000    0.000    0.303    0.076 __init__.py:41(<module>)
      132    0.000    0.000    0.000    0.000 ast.py:184(_get_constructor)
      250    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
       38    0.000    0.000    0.000    0.000 types.py:237(coroutine)
        1    0.000    0.000    0.004    0.004 series.py:122(Series)
      126    0.000    0.000    0.000    0.000 _util.py:174(check_random_state)
        2    0.000    0.000    0.005    0.003 function_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 integer.py:1(<module>)
        1    0.000    0.000    0.009    0.009 traitlets.py:35(<module>)
        1    0.000    0.000    0.044    0.044 numbers.py:1(<module>)
       71    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       22    0.000    0.000    0.001    0.000 symbol.py:237(__new_stage2__)
        1    0.000    0.000    0.004    0.004 lapack.py:656(<module>)
      185    0.000    0.000    0.000    0.000 utils.py:42(<lambda>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:359(_populate)
      120    0.000    0.000    0.001    0.000 pyparsing.py:2368(__init__)
       12    0.000    0.000    0.000    0.000 _make.py:1461(_attrs_to_init_script)
        2    0.000    0.000    0.000    0.000 tokenize.py:238(untokenize)
        1    0.000    0.000    0.000    0.000 latex_symbols.py:1301(<dictcomp>)
       37    0.000    0.000    0.001    0.000 coroutines.py:104(coroutine)
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
        1    0.000    0.000    0.004    0.004 numerictypes.py:81(<module>)
       94    0.000    0.000    0.001    0.000 contextlib.py:237(helper)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1625(_ip_int_from_string)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2583(__hash__)
        1    0.000    0.000    0.001    0.001 gammazeta.py:1593(<listcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
       46    0.000    0.000    0.001    0.000 posixpath.py:376(abspath)
       13    0.000    0.000    0.003    0.000 _make.py:308(_transform_attrs)
      115    0.000    0.000    0.002    0.000 _common.py:603(open_binary)
      200    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 offsets.py:2546(Tick)
        4    0.000    0.000    0.001    0.000 methods.py:225(_add_methods)
        1    0.000    0.000    0.001    0.001 buffer.py:170(Buffer)
       96    0.000    0.000    0.001    0.000 pretty_symbology.py:116(<lambda>)
       22    0.000    0.000    0.004    0.000 quantumcircuit.py:1803(cx)
        1    0.000    0.000    0.000    0.000 python.py:28(PythonLexer)
       32    0.000    0.000    0.001    0.000 traitlets.py:2175(__init__)
        2    0.000    0.000    0.114    0.057 animation.py:727(isAvailable)
       62    0.000    0.000    0.000    0.000 __init__.py:243(_get_opstr)
       12    0.000    0.000    0.014    0.001 argparse.py:1625(__init__)
        1    0.000    0.000    0.022    0.022 mathtext.py:2254(Parser)
        1    0.000    0.000    0.002    0.002 expressions.py:11(<module>)
        4    0.000    0.000    0.002    0.000 version.py:15(<module>)
        1    0.000    0.000    0.015    0.015 __init__.py:317(<module>)
        3    0.000    0.000    0.028    0.009 datetimes.py:1(<module>)
    54/10    0.000    0.000    0.003    0.000 pyparsing.py:3762(streamline)
       27    0.000    0.000    0.005    0.000 pyparsing.py:1039(_trim_arity)
       96    0.000    0.000    0.000    0.000 pretty_symbology.py:117(<lambda>)
       36    0.000    0.000    0.001    0.000 util.py:104(decorator)
       76    0.000    0.000    0.000    0.000 inspect.py:1192(formatannotation)
        1    0.000    0.000    0.006    0.006 defchararray.py:17(<module>)
      255    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
       57    0.000    0.000    0.001    0.000 functools.py:492(decorating_function)
      276    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       98    0.000    0.000    0.003    0.000 common.py:24(wrapper)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2139(__init__)
       25    0.000    0.000    0.005    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.017    0.017 pycode.py:5(<module>)
       25    0.000    0.000    0.002    0.000 typing.py:819(__class_getitem__)
       82    0.000    0.000    0.000    0.000 token.py:25(__init__)
       63    0.000    0.000    0.001    0.000 generator.py:286(create_variable_is_dict)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1168(_parse_octet)
       80    0.000    0.000    0.001    0.000 subprocess.py:1471(<genexpr>)
        6    0.000    0.000    0.384    0.064 api.py:3(<module>)
      260    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.431    0.431 stats.py:162(<module>)
       38    0.000    0.000    0.002    0.000 core.py:74(ismethod)
      174    0.000    0.000    0.001    0.000 typing.py:781(<genexpr>)
      101    0.000    0.000    0.000    0.000 _make.py:715(_add_method_dunders)
       13    0.000    0.000    0.003    0.000 _make.py:450(__init__)
        1    0.000    0.000    0.013    0.013 pyparsing.py:6381(pyparsing_common)
    33/11    0.000    0.000    0.013    0.001 argparse.py:210(format_help)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       27    0.000    0.000    0.001    0.000 draft04.py:95(generate_enum)
       64    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       13    0.000    0.000    0.004    0.000 pydoc.py:1356(docroutine)
       12    0.000    0.000    0.002    0.000 _make.py:1340(_make_init)
       25    0.000    0.000    0.011    0.000 gettext.py:514(translation)
        2    0.000    0.000    0.047    0.024 __init__.py:13(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       83    0.000    0.000    0.001    0.000 pyparsing.py:2812(__init__)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:3(<module>)
       70    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
        1    0.000    0.000    0.041    0.041 os.py:978(popen)
       55    0.000    0.000    0.000    0.000 extension.py:24(inherit_from_data)
      154    0.000    0.000    0.000    0.000 my_exceptions.py:109(<lambda>)
        1    0.000    0.000    0.021    0.021 extensions.py:5(<module>)
        1    0.000    0.000    0.058    0.058 backend.py:5(<module>)
       75    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       58    0.000    0.000    0.001    0.000 strings.py:1941(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
       61    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(linspace)
       61    0.000    0.000    0.001    0.000 fromnumeric.py:2236(any)
       31    0.000    0.000    0.002    0.000 enum.py:830(__or__)
      244    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
      140    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
       53    0.000    0.000    0.002    0.000 compatibility.py:197(with_metaclass)
       21    0.000    0.000    0.000    0.000 _make.py:1823(<dictcomp>)
       11    0.000    0.000    0.001    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.004    0.004 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       22    0.000    0.000    0.000    0.000 cache.py:58(decorator)
       11    0.000    0.000    0.015    0.001 argparse.py:2444(format_help)
       16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
       36    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
      289    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       15    0.000    0.000    0.001    0.000 __init__.py:2059(_warn_external)
        1    0.000    0.000    0.014    0.014 __init__.py:628(<module>)
       61    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(any)
       61    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       27    0.000    0.000    0.001    0.000 pathlib.py:644(_parse_args)
       72    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        1    0.000    0.000    0.002    0.002 config_init.py:11(<module>)
      231    0.000    0.000    0.000    0.000 draft04.py:84(<genexpr>)
       47    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       45    0.000    0.000    0.001    0.000 decorator.py:227(memoize_property)
      159    0.000    0.000    0.000    0.000 {built-in method gmpy2._mpmath_create}
        4    0.000    0.000    0.038    0.010 _base.py:1(<module>)
       48    0.000    0.000    0.001    0.000 pyparsing.py:3540(__init__)
       38    0.000    0.000    0.090    0.002 core.py:57(_)
      137    0.000    0.000    0.000    0.000 expr.py:161(<genexpr>)
        7    0.000    0.000    0.226    0.032 utils.py:15(<module>)
       78    0.000    0.000    0.002    0.000 decorators.py:61(deco)
       65    0.000    0.000    0.001    0.000 _validators.py:178(minItems)
      115    0.000    0.000    0.000    0.000 generator.py:9(enforce_list)
        2    0.000    0.000    0.025    0.013 format.py:529(_filter_header)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       13    0.000    0.000    0.015    0.001 enum.py:633(_convert)
        6    0.000    0.000    0.014    0.002 base.py:3(<module>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       28    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
      150    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      9/8    0.000    0.000    0.001    0.000 posixpath.py:400(_joinrealpath)
        1    0.000    0.000    0.025    0.025 named_commands.py:5(<module>)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.006    0.006 two_qubit_decompose.py:284(__init__)
       26    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
       47    0.000    0.000    0.007    0.000 quantum_pipe.py:42(handle_gate)
       96    0.000    0.000    0.000    0.000 __init__.py:289(_get_op_name)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4014(streamline)
       78    0.000    0.000    0.012    0.000 decorators.py:412(py_random_state)
       13    0.000    0.000    0.001    0.000 _make.py:1088(_make_hash)
       11    0.000    0.000    0.003    0.000 argparse.py:295(_format_usage)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.013    0.013 _pslinux.py:5(<module>)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       27    0.000    0.000    0.049    0.002 __init__.py:971(rc_params_from_file)
       48    0.000    0.000    0.001    0.000 pyparsing.py:1948(__or__)
       26    0.000    0.000    0.003    0.000 ref_resolver.py:113(resolving)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1774(set)
        1    0.000    0.000    0.001    0.001 libmpc.py:3(<module>)
        1    0.000    0.000    0.003    0.003 typing.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       71    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.015    0.015 multiarray.py:7(<module>)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.010    0.002 methods.py:159(_create_methods)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
       35    0.000    0.000    0.000    0.000 traitlets.py:762(observe)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.016    0.016 __init__.py:61(<module>)
       72    0.000    0.000    0.000    0.000 argparse.py:622(_iter_indented_subactions)
      211    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.090    0.045 interval.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cast.py:1467(construct_1d_object_array_from_listlike)
      301    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:94(init_builtins)
        1    0.000    0.000    0.078    0.078 __init__.py:189(<module>)
       34    0.000    0.000    0.002    0.000 validators.py:768(resolve_from_url)
       72    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       61    0.000    0.000    0.005    0.000 pyparsing.py:3292(<listcomp>)
       88    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       35    0.000    0.000    0.007    0.000 argparse.py:632(_split_lines)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
       47    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        6    0.000    0.000    0.080    0.013 __init__.py:9(<module>)
        1    0.000    0.000    0.024    0.024 oinspect.py:8(<module>)
        1    0.000    0.000    0.001    0.001 instruction.py:42(Instruction)
      176    0.000    0.000    0.000    0.000 enum.py:623(name)
        5    0.000    0.000    1.966    0.393 __init__.py:14(<module>)
